insCode,instrumentID,cValMne,lVal18,cSocCSAC,lVal18AFC,lVal30,cIsin,lastDate,flow,lSoc30,status_code,group_code,market_type_code,cComVal,cSecVal,cSoSecVal,yVal
3997755616402545,IRB4SF730241,S73Q1,SOV.MNF73SP230702,SF73,افاد73,منفعت دولت7-ش.خاص نوین0204,IRB4SF730241,20230607,2,منفعت دولت7-شرایط خاص نوین,A,17,NO,4,69,6946,706
4039883656662701,IRR1VLMT0101,VLMX1,Mellat Leasing-R,VLMT,ولملتح,ح . واسپاری ملت,IRR1VLMT0105,20230709,1,واسپاری ملت,A,N1,NO,3,58,5891,400
4144074544456596,IRB3TF0202C1,TF2Q1,TFardaIJRLOT240225,TF02,تابان02,اجاره تابان لوتوس14021206,IRB3TF0202C4,20230607,2,اجاره تابان فردا لوتوس 021206,A,17,NO,4,69,6910,306
4151098369137517,IRB3AN0106C1,AN011,ArianS MRB280317,AN01,آرین سلامت06,مرابحه آرین سلامت سینا061227,IRB3AN0106C1,20230607,2,آرین سلامت سینا0612,A,17,NO,4,69,6911,306
4159532151694984,IRO7FBSP0001,FBSP1,Mashad Packing,FBSP,فبستم,صنایع  بسته بندی  مشهد,IRO7FBSP0007,20230909,4,صنایع  بسته بندی  مشهد,A,P1,NO,7,28,2899,309
4168935911775744,IRB3SV030581,SV031,SabaTmIJRAMN261031,SV03,صبا52,اجاره صبا تامین امین14050809,IRB3SV030585,20230607,2,اجاره صبا تامین امین14050809,A,17,NO,4,69,6910,306
4202223580392187,IRR3CGRZ0101,CGRX1,Shomal Gharb Co-R,CGRZ,ثغربح,ح.شرکت سرمایه گذاری مسکن شمالغ,IRR3CGRZ0100,20220418,2,شرکت سرمایه گذاری مسکن شمالغرب,A,1Z,NO,1,70,7010,403
4208841225215712,IRR1PASH0101,PAHX1,Paksho-R,PASH,پاکشوح,ح . گروه صنعتی پاکشو,IRR1PASH0104,20201202,1,گروه صنعتی پاکشو,A,N2,NO,5,44,4424,400
4216536645718658,IRT1BERL0001,BERL1,Berelian ETF,BERL,برلیان,صندوق سرمایه گذاری برلیان-سهام,IRT1BERL0008,20230227,1,صندوق سرمایه گذاری برلیان-سهام,A,51,NO,4,68,6811,305
4247709727327181,IRO3KARZ0001,KARZ1,Kharazmi Info.,KARZ,مفاخر,توسعه فناوری اطلاعات خوارزمی,IRO3KARZ0004,20230909,2,توسعه فناوری اطلاعات خوارزمی,A,1Z,NO,1,72,7200,303
4267564158935326,IRO7BSOP0001,BSOP1,Ghand Bisotoon,BSOP,قیستو,شرکت قند بیستون,IRO7BSOP0006,20230909,4,شرکت قند بیستون,A,P1,NO,7,38,3842,309
4287217773498527,IRO3ZF600001,ZF601,Tolid Daroo,ZF60,تولیددارو,تولیددارو,IRO3ZF600001,20180721,2,تولیددارو,A,J1,NO,5,44,4424,303
4312836939310355,IRO6MELZ9891,TM231,Melli Mortgage1912,MELZ,تملی809,تسهیلات مسکن ب. ملی-آذر98,IRO6MELZ9895,20230702,2,تسهیلات مسکن بانک ملی ایران,A,M1,NO,4,59,5910,307
4325911723150569,IRR1NSTH0101,NSTX1,Tehran Const.-R,NSTH,ثنوساح,ح . نوسازی وساختمان تهران,IRR1NSTH0105,20190220,1,نوسازی وساختمان تهران,A,N2,NO,5,70,7010,400
4338173689017034,IRB3GH019971,GH1Q1,Pa.Gharn MRB200922,GH01,قرن99,مرابحه پدیده شیمی قرن990701,IRB3GH019978,20221212,2,اوراق مرابحه پدیده شیمی قرن,A,17,NO,4,69,6911,306
4339000305241208,IRB4SG930181,G93Q1,SOV.GMR93.SP221031,SG93,اراد93,مرابحه عام دولت93-ش.خ010809,IRB4SG930188,20221212,2,مرابحه عام دولت93-ش.خاص0108,A,17,NO,4,69,6945,706
4351174618872221,IRR1SSHR0101,SSHX1,Shargh Cement-R,SSHR,سشرقح,ح . سیمان  شرق,IRR1SSHR0102,20171213,1,سیمان  شرق,A,N1,NO,1,53,5394,400
4369934250728330,IRO1ZARM0001,ZARM1,Zar Makaron,ZARM,غزر,صنعتی زر ماکارون,IRO1ZARM0004,20230909,1,صنعتی زر ماکارون,A,N2,NO,5,42,4249,300
4384288570322406,IRO1EXIR0001,EXIR1,Exir Pharm.,EXIR,دلر,داروسازی  اکسیر,IRO1EXIR0008,20230909,1,داروسازی  اکسیر,A,N2,NO,5,43,4323,300
4395741730355818,IRT3VC090001,VC091,Setare Bart VCF-VR,VC09,استارز,ص.ج.ستاره برتر20%تادیه,IRT3VC090001,20230515,2,ص.س.جسورانه ستاره برتر,A,T1,NO,4,68,6815,305
4444560651904989,IRB3PA010371,PA011,PersiaKh DPB241010,PA01,پرشیا03,خرید دین پرشیا خودرو 14030719,IRB3PA010379,20230607,2,پرشیا خودرو,A,17,NO,4,69,6949,306
4470657233334072,IRO1SKHS0001,SKHS1,Khash Cement,SKHS,سخاش,سیمان خاش,IRO1SKHS0007,20230909,1,سیمان خاش,A,N2,NO,5,53,5394,300
4507558419857064,IRO3MACZ0001,MACZ1,Mahan Chicken,MACZ,زماهان,مجتمع تولید گوشت مرغ ماهان,IRO3MACZ0009,20230909,2,مجتمع تولید گوشت مرغ ماهان,A,1Z,NO,1,01,0141,303
4523009251964699,IRT3ZMRF0001,ZMRF1,Zomorod ETF,ZMRF,خورشید,صندوق س. طلوع تدبیر پایا-د,IRT3ZMRF0006,20230813,2,ص.س.درآمدثابت طلوع تدبیر پایا,A,1A,NO,4,68,6812,305
4528607775462304,IRO1SFNO0001,SFNO1,Siman Fars Noe,SFNO,سفانو,سیمان فارس نو,IRO1SFNO0000,20230909,1,سیمان فارس نو,A,N1,NO,3,53,5394,300
4548649177325855,IRR7SSUP0101,SSUX1,Shirin Sugar-R,SSUP,قشرینح,ح . قند شیرین خراسان,IRR7SSUP0101,20230325,4,صنعتی و کشاورزی شیرین خراسان,A,P1,NO,7,38,3842,404
4563413583000719,IRO1SDAB0001,SDAB1,Darab Cement,SDAB,ساراب,سیمان  داراب,IRO1SDAB0002,20230909,1,سیمان  داراب,A,N1,NO,3,53,5394,300
4614779520007780,IRO1ARDK0001,ARDK1,Ardekan Ceramic,ARDK,کسرا,سرامیک های صنعتی اردکان,IRO1ARDK0002,20230909,1,سرامیک های صنعتی اردکان,A,N1,NO,1,54,5491,300
4626686276232042,IRTKNAFS0001,NAFS1,Saba Gold ETF,NAFS,نفیس,صندوق س.پشتوانه طلای صبا,IRTKNAFS0004,20230724,7,صندوق س.پشتوانه طلای صبا,A,QS,NO,4,68,6811,380
4654922806626448,IRX6X70T0006,X70T6,Index Group 70,IDXS,70-انبوه سازی6,70-انبوه سازی,IRX6X70T0003,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
4659957480182399,IRB3SI2199B1,I21Q1,SOV.IJR2-TAM210206,SI21,اجاد21,اجاره دولتی آپرورش-تمدن991118,IRB3SI2199B8,20221212,2,اجاره دولتی آپرورش-تمدن991118,A,17,NO,4,69,6942,306
4686607974846832,IRO7SFAP0001,SFAP1,Farsit Drood,SFAP,سفارود,کارخانه فارسیت درود,IRO7SFAP0008,20230909,4,کارخانه فارسیت درود,A,P1,NO,7,54,5495,309
4687803927401790,IRO7NLTP0001,NLTP1,Nilou Tile,NLTP,کنیلو,کاشی نیلو,IRO7NLTP0004,20230909,4,کاشی نیلو,A,L1,NO,7,49,4993,309
4696778151668001,IRB3MA0203B1,MA2Q1,Mehr OMD.IJR250130,MA02,مهان02,اجاره مهرآیندگان امید0311,IRB3MA0203B0,20230607,2,اجاره توسعه مالی آیندگان امید,A,17,NO,4,69,6910,306
4733285133017464,IRO1FKAS0001,FKAS1,Khorasan Steel Co.,FKAS,فخاس,فولاد خراسان,IRO1FKAS0009,20230909,1,فولاد خراسان,A,N2,NO,5,27,2710,300
4758266259250794,IRO1SZPO0001,SZPO1,Sazeh Pouyesh,SZPO,خپویش,سازه  پویش,IRO1SZPO0004,20230909,1,سازه  پویش,A,N2,NO,5,34,3430,300
4850272661730246,IRO1ZRNM0001,ZRNM1,Zarnam Company,ZRNM,زرنام,گروه ص. پژوهشی فرهیختگان زرنام,IRO1ZRNM0009,20230909,1,گروه ص. پژوهشی فرهیختگان زرنام,A,N2,NO,5,42,4232,300
4885314541377431,IRO3PBFZ0001,PBFZ1,FarabarPersianGulf,PBFZ,حپرتو,پرتو بار فرابر خلیج فارس,IRO3PBFZ0002,20230909,2,پرتو بار فرابر خلیج فارس,A,Z1,NO,3,60,6010,303
4901886287361309,IRO6MSKZ9981,MZ231,Mortgage Right9908,MSKZ,تسه9908,امتیاز تسهیلات مسکن آبان99,IRO6MSKZ9981,20230717,2,بانک مسکن,A,M1,NO,4,59,5910,307
4942127026063388,IRO1BAMA0001,BAMA1,Bama,BAMA,کاما,باما,IRO1BAMA0001,20230909,1,باما,A,N1,NO,1,13,1320,300
5019865278498569,IRO3MSZ95031,MK691,BANK MASKAN,MSKZ,تسه9503,امتیاز تسهیلات مسکن خرداد 95,IRO3MSZ95030,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
5054819322815158,IRO1MAGS0001,MAGS1,Magsal Agri.,MAGS,زمگسا,کشاورزی  ودامپروی  مگسال,IRO1MAGS0006,20230909,1,کشاورزی  ودامپروی  مگسال,A,N2,NO,5,01,0121,300
5126621656875241,IRB3TB530041,TB531,TreasuryBill210719,TB53,اخزا722,اسنادخزانه-م22بودجه97-000428,IRB3TB530041,20190608,2,اسنادخزانه اسلامی-م22بودجه1397,A,I1,NO,4,69,6940,306
5128151910501174,IRO7HFZP0001,HFZP1,Hafez Ins.,HFZP,وحافظ,بیمه حافظ,IRO7HFZP0002,20230909,4,بیمه حافظ,A,P1,NO,7,66,6603,309
5155664898275492,IRO3ZF530001,ZF531,Kowsar F.&C.,ZF53,وکوثر,مالی و اعتباری کوثر مرکزی-حذف,IRO3ZF530000,20180721,2,مالی و اعتباری کوثر مرکزی-حذف,A,Z1,NO,5,65,6519,303
5181039426047414,IRB3TB730231,TB731,TreasuryBill230612,TB73,اخزا819,اسنادخزانه-م19بودجه98-020322,IRB3TB730237,20220906,2,اسنادخزانه اسلامی-م19بودجه1398,A,I1,NO,4,69,6940,306
5187018329202415,IRO1PELC0001,PELC1,Pars Electric,PELC,لپارس,پارس  الکتریک,IRO1PELC0000,20230909,1,پارس  الکتریک,A,N2,NO,5,32,3230,300
5201689540063021,IRB3W0170271,W0171,PCC Sepah20231022,W017,گام020715,گواهی اعتبار مولد سپه0207,IRB3W0170277,20230607,2,گواهی اعتبار مولد سپه020730,A,17,NO,4,69,6922,306
5203880991539408,IRB3TB610071,TB611,TreasuryBill211011,TB61,اخزا807,اسنادخزانه-م7بودجه98-000719,IRB3TB610074,20191008,2,اسنادخزانه اسلامی-م7بودجه1398,A,I1,NO,4,69,6940,306
5289443384174453,IRR7SPRP0101,SPRX1,Shoko pars Co-R,SPRP,غشوکوح,ح . شوکو پارس,IRR7SPRP0109,20220412,4,شوکو پارس,A,P1,NO,7,42,4243,404
5301085788082941,IRB1QM090001,QM9Q1,Quotes 09,QM09,مظنه9,مظنه پذیره9- اوراق منفعت دولت,IRB1QM090006,20220525,2,مظنه پذیره نویسی اوراق دولتی9,A,18,NO,4,69,6946,402
5305844922895340,IRO3AVLZ0001,AVLZ1,Avicenna Labs.,AVLZ,داوه,داروسازی آوه سینا,IRO3AVLZ0007,20230909,2,داروسازی آوه سینا,A,1Z,NO,1,43,4323,303
5317427172344706,IRO3HEDZ0001,HEDZ1,HejratDistribution,HEDZ,هجرت,پخش هجرت,IRO3HEDZ0001,20230909,2,پخش هجرت,A,Z1,NO,3,43,4399,303
5325443374224010,IRO7NGJP0001,NGJP1,Negar Gostar Jolge,NGJP,کنگار,کاشی و سرامیک نگار گستر جلگه,IRO7NGJP0003,20230909,4,کاشی و سرامیک نگار گستر جلگه,A,C1,NO,7,49,4993,309
5427792638736934,IRO3FAAZ0001,FAAZ1,FKA AGRI&Husb,FAAZ,زفکا,کشت و دامداری فکا,IRO3FAAZ0000,20230909,2,کشت و دامداری فکا,A,1Z,NO,1,01,0121,303
5454781314262062,IRO1OS120001,OS121,Khozestan Inv.,OS12,وسخوز,شرکت س استان خوزستان,IRO1OS120000,20230909,1,شرکت س استان خوزستان,A,N2,NO,5,56,5699,300
5516102131364383,IRO3MNOZ0001,MNOZ1,Minoo Co.,MNOZ,غمینو,شرکت صنایع غذایی مینو شرق,IRO3MNOZ0000,20230909,2,شرکت صنایع غذایی مینو شرق,A,1Z,NO,1,42,4243,303
5547896159175454,IRB3TB6600B1,TB661,TreasuryBill220131,TB66,اخزا812,اسنادخزانه-م12بودجه98-001111,IRB3TB6600B4,20211222,2,اسنادخزانه اسلامی-م12بودجه1398,A,I1,NO,4,69,6940,306
5549857188372213,IRB3TB980361,TB981,TreasuryBill240916,TB98,اخزا005,اسنادخزانه-م5بودجه00-030626,IRB3TB980360,20220906,2,اسنادخزانه اسلامی-م5بودجه1400,A,I1,NO,4,69,6940,306
5550649038347558,IRR1FKAS0101,FKAX1,Khorasan Steel-R,FKAS,فخاسح,ح . فولاد خراسان,IRR1FKAS0101,20230628,1,فولاد خراسان,A,N2,NO,5,27,2710,400
5564768007356822,IRO3HRLZ0001,HRLZ1,Reyl Pardazseir,HRLZ,حریل,ریل پردازسیر,IRO3HRLZ0006,20230909,2,ریل پردازسیر,A,1Z,NO,1,60,6010,303
5599691633622269,IRO3MLIZ0001,MLIZ1,MiddleEast LifeINS,MLIZ,بخاور,بیمه زندگی خاورمیانه,IRO3MLIZ0000,20230909,2,بیمه زندگی خاورمیانه,A,1Z,NO,1,66,6601,303
5648656842888275,IRR1KSKA0101,KSKX1,Kaveh Paper-R,KSKA,چکاوهح,ح . صنایع کاغذسازی کاوه,IRR1KSKA0104,20220126,1,صنایع کاغذسازی کاوه,A,N2,NO,5,21,2101,400
5661338086089059,IRO3ZF670001,ZF671,Bime Sarmad Co.,ZF67,وسرمد,بیمه سرمد,IRO3ZF670004,20180721,2,بیمه سرمد,A,Z1,NO,5,66,6611,303
5783022996598513,IRR3CHPZ0101,CHPX1,Chlor Pars-R,CHPZ,کلرح,ح. کلر پارس,IRR3CHPZ0101,20230328,2,کلر پارس,A,1Z,NO,1,44,4411,403
5798407779416661,IRXYXTPI0006,YTP06,Total Price Index,IDXS,شاخص قیمت6,شاخص قیمت(وزنی-ارزشی),IRXYXTPI0009,20171213,1,شرکت شاخص,I,00,ID,6,X1,X1  ,67
5811747532754081,IRR1BMEL0101,BMEX1,Mellat Insur-R,BMEL,ملتح,ح. بیمه ملت,IRR1BMEL0106,20211009,1,بیمه ملت,A,N1,NO,1,66,6603,400
5818838554339991,IRR1SKBV0101,SKBX1,Banks Employees-R,SKBV,وسکابح,ح.س.ص.بازنشستگی کارکنان بانکها,IRR1SKBV0100,20211009,1,س.ص.بازنشستگی کارکنان بانکها,A,N1,NO,1,56,5699,400
5866848234665627,IRO1DSBH0001,DSBH1,Sobhan Pharm,DSBH,دسبحان,سبحان دارو,IRO1DSBH0005,20230909,1,سبحان دارو,A,N2,NO,5,43,4323,300
5895320180657507,IRR3OSHZ0101,OSHX1,Shahed - R,OSHZ,ثعمراح,ح. عمران و توسعه شاهد,IRR3OSHZ0104,20220418,2,شرکت عمران و توسعه شاهد,A,1Z,NO,1,70,7010,403
5898511005624629,IRR1FAJR0101,FAJX1,Amirkabir Steel.-R,FAJR,فجرح,ح .فولاد امیر کبیر کاشان,IRR1FAJR0105,20200929,1,فولاد امیرکبیرکاشان,A,N1,NO,3,27,2710,400
5920319552619760,IRR1PSIR0101,PSIX1,Iran Glass Wool-R,PSIR,کپشیرح,ح . پشم شیشه ایران,IRR1PSIR0104,20230731,1,پشم شیشه ایران,A,N2,NO,5,54,5410,400
5920901446678689,IRO3TAVZ0001,TAVZ1,Taavon Ins.,TAVZ,وتعاون,بیمه تعاون,IRO3TAVZ0009,20230909,2,بیمه تعاون,A,Z1,NO,3,66,6603,303
5968811612822747,IRO1VALE0001,VALE1,E. Novin Leasing,VALE,ولنوین,لیزینگ اقتصاد نوین,IRO1VALE0004,20230909,1,لیزینگ اقتصاد نوین,A,N2,NO,5,58,5891,300
5987841496184505,IRO3TPEZ0001,TPEZ1,Tondgooyan Petro,TPEZ,شگویا,پتروشیمی تندگویان,IRO3TPEZ0003,20230909,2,پتروشیمی تندگویان,A,Z1,NO,3,44,4411,303
6043384171800349,IRO1PMSZ0001,PMSZ1,Maskan Invest.,PMSZ,ثشرق,سرمایه گذاری مسکن شمال شرق,IRO1PMSZ0006,20230909,1,سرمایه گذاری مسکن شمال شرق,A,N2,NO,5,70,7010,300
6072844413711540,IRB4SG540191,G54Q1,SOV.GMR54.SP221129,SG54,اراد54,مرابحه عام دولت5-ش.خ 0109,IRB4SG540193,20221212,2,مرابحه عام دولت5-شرایط خاص0109,A,17,NO,4,69,6945,706
6110133418282108,IRO1PARS0001,PARS1,PARS Petrochemical,PARS,پارس,پتروشیمی پارس,IRO1PARS0000,20230909,1,پتروشیمی پارس,A,N2,NO,5,44,4411,300
6116572045021585,IRO3TJPZ0001,TJPZ1,Takhte Jamshid Pe.,TJPZ,شجم,صنایع پتروشیمی تخت جمشید,IRO3TJPZ0008,20230909,2,صنایع پتروشیمی تخت جمشید,A,Z1,NO,3,44,4411,303
6131290133202745,IRO1MRAM0001,MRAM1,Mahram Mfg.,MRAM,غمهرا,تولیدی مهرام,IRO1MRAM0009,20230909,1,تولیدی مهرام,A,N2,NO,5,42,4249,300
6131416152062735,IRR7KMSP0101,KMSX1,Mashad Carton-R,KMSP,چکارمح,ح.کارتن  مشهد,IRR7KMSP0109,20210711,4,کارتن  مشهد-ورشکسته,A,L1,NO,7,21,2102,404
6257725767708176,IRO3ZF550001,ZF551,Tom Co.,ZF55,تامکو,تأمین ماشین آلات ساختمانی نصب,IRO3ZF550008,20180721,2,تأمین ماشین آلات ساختمانی نصب,A,Z1,NO,5,77,7710,303
6388767545512151,IRXZXHTL0006,XHTL6,IFB Hotels&Rest,IDXS,هتل و رستوران فرا6,شاخص هتل و رستوران فرابورس,IRXZXHTL0003,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
6406022861133765,IRO5KKSS0001,KKSS1,Koolak Shargh,KKSS,غکولاک,کولاک  شرق,IRO5KKSS0008,20180721,2,کولاک  شرق,A,V1,NO,9,42,4254,313
6433335428452486,IRO7TONP0001,TONP1,Touse Omran Naeen,TONP,خعمرا,توسعه و عمران شهرستان نائین,IRO7TONP0001,20230909,4,توسعه و عمران شهرستان نائین,A,P1,NO,7,34,3430,309
6478064539164167,IRO3RPEZ0001,RPEZ1,Rishmac Prod.&EXP,RPEZ,ریشمک,تولید و صادرات ریشمک,IRO3RPEZ0005,20230909,2,تولید و صادرات ریشمک,A,1Z,NO,1,43,4323,303
6479253536750886,IRO3ZF190001,ZF191,MiddleEast BanK,ZF19,خاورمیانه,بانک خاورمیانه,IRO3ZF190003,20180721,2,بانک خاورمیانه,A,Z1,NO,5,65,6519,303
6491687805743913,IRR1PTAP0101,PTAX1,Tamin Petro.-R,PTAP,تاپیکوح,ح . س.نفت وگازوپتروشیمی تأمین,IRR1PTAP0103,20230627,1,س. نفت و گاز و پتروشیمی تأمین,A,N2,NO,5,44,4411,400
6506179926371994,IRO7PAIP0001,PAIP1,S*Pars Arian Inv.,PAIP,آریان,سرمایه گذاری پارس آریان,IRO7PAIP0008,20230909,4,سرمایه گذاری پارس آریان,A,P1,NO,7,56,5699,309
6544645716121372,IRR1LPAK0101,LPAX1,Pak Dairy-R,LPAK,غپاکح,ح . لبنیات  پاک,IRR1LPAK0106,20171213,1,لبنیات  پاک,A,N2,NO,5,42,4220,400
6658301253105363,IRR7FAHP0101,FAHX1,Ahwaz Rolling Co-R,FAHP,فاهوازح,ح. نورد و لوله اهواز,IRR7FAHP0103,20230828,4,نورد و لوله اهواز,A,C1,NO,7,27,2710,404
6700951770411072,IRR3TUKZ0101,TUKX1,TUKA Co.-R,TUKZ,کتوکاح,ح.تولیدی وخدمات صنایع نسوزتوکا,IRR3TUKZ0100,20220726,2,تولیدی و خدمات صنایع نسوز توکا,A,16,NO,1,54,5492,403
6757220448540984,IRO1SIMS0001,SIMS1,Shomal Cement,SIMS,سشمال,سیمان  شمال,IRO1SIMS0004,20230909,1,سیمان  شمال,A,N1,NO,3,53,5394,300
6760432273898471,IRB4SG620391,G62Q1,SOV.GMR62.SP241216,SG62,اراد62,مرابحه عام دولت62-ش.خ0309,IRB4SG620391,20230607,2,مرابحه عام دولت62-ش.خاص0309,A,17,NO,4,69,6945,706
6792309561698443,IRB3TR090491,TR091,TreasuryBill251208,TR09,اخزا104,اسنادخزانه-م4بودجه01-040917,IRB3TR090493,20230423,2,اسنادخزانه اسلامی-م4بودجه1401,A,I1,NO,4,69,6940,306
6803271730717705,IRR1SZPO0101,SZPX1,Sazeh Pouyesh-R,SZPO,خپویشح,ح . سازه  پویش,IRR1SZPO0106,20171213,1,سازه  پویش,A,N2,NO,5,34,3430,400
6847536925606808,IRO3MOIZ0001,MOIZ1,Moallem Insurance,MOIZ,ومعلم,بیمه معلم,IRO3MOIZ0007,20230909,2,بیمه معلم,A,Z1,NO,3,66,6603,303
6951212170412722,IRB3SS320051,S32Q1,SSI-IJR3-TMD210814,SS32,شستا002,اجاره تامین اجتماعی-تمدن000523,IRB3SS320056,20221212,2,اجاره شستا-بخش3-تمدن14000523,A,17,NO,4,69,6910,306
7183333492448248,IRO1DARO0001,DARO1,Daroupakhsh,DARO,وپخش,داروپخش  (هلدینگ,IRO1DARO0008,20230909,1,داروپخش  (هلدینگ,A,N1,NO,3,43,4399,300
7235435095059069,IRO1KVRZ0001,KVRZ1,Kavir Tire,KVRZ,پکویر,کویر تایر,IRO1KVRZ0001,20230909,1,کویر تایر,A,N1,NO,3,25,2511,300
7268401059874834,IRR3KSPZ0101,KSPX1,Kaspian Daroo-R,KSPZ,کاسپینح,ح .داروسازی کاسپین تامین,IRR3KSPZ0108,20230708,2,داروسازی کاسپین تامین,A,16,NO,3,43,4323,403
7300125658580126,IRO3IKAZ0001,IKAZ1,Isfahan Kesht Agr.,IKAZ,زکشت,کشاورزی مکانیزه اصفهان کشت,IRO3IKAZ0005,20230909,2,کشاورزی مکانیزه اصفهان کشت,A,1Z,NO,1,01,0140,303
7344049213610626,IRB4SG910151,G91Q1,SOV.GMR91.SP220816,SG91,اراد91,مرابحه عام دولت91-ش.خ010525,IRB4SG910156,20221212,2,مرابحه عام دولت91-ش.خاص0105,A,17,NO,4,69,6945,706
7385624172574740,IRO1RENA0001,RENA1,Rena Investment,RENA,ورنا,سرمایه گذاری  رنا(هلدینگ,IRO1RENA0008,20230909,1,سرمایه گذاری  رنا(هلدینگ,A,N1,NO,1,34,3499,300
7395271748414592,IRO1IKHR0001,IKHR1,S*Kharazmy Invest,IKHR,وخارزم,سرمایه گذاری خوارزمی,IRO1IKHR0000,20230909,1,سرمایه گذاری خوارزمی,A,N1,NO,1,56,5699,300
7420013136569528,IRO3MSZ95051,MK711,BANK MASKAN,MSKZ,تسه9505,امتیاز تسهیلات مسکن مردادماه95,IRO3MSZ95055,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
7457232989848872,IRO1TMKH0001,TMKH1,VAMCO,TMKH,خمحور,تولیدمحورخودرو,IRO1TMKH0002,20230909,1,تولیدمحورخودرو,A,N2,NO,5,34,3430,300
7483280423474368,IRO1ATIR0001,ATIR1,Iran Tractor F.,ATIR,خاهن,آهنگری  تراکتورسازی  ایران,IRO1ATIR0008,20230909,1,آهنگری  تراکتورسازی  ایران,A,N1,NO,3,34,3430,300
7486145189544149,IRR1SHGN0101,SHGX1,Hegmatan Cement-R,SHGN,سهگمتح,ح . سیمان هگمتان,IRR1SHGN0100,20171213,1,سیمان هگمتان,A,N1,NO,3,53,5394,400
7502817477690380,IRR3IZIZ0101,IZIX1,Iranian Zinc Ind-R,IZIZ,فگسترح,ح . گسترش صنایع روی ایرانیان,IRR3IZIZ0102,20221019,2,گسترش صنایع روی ایرانیان,A,16,NO,1,27,2720,403
7503566413749235,IRR1TAIR0101,TAIX1,Iran Tire-R,TAIR,پتایرح,ح . ایران  تایر,IRR1TAIR0100,20211009,1,ایران  تایر,A,N1,NO,3,25,2511,400
7503669593172728,IRO7SESP0001,SESP1,Isfahan Const.,SESP,ثاصفا,شرکت  ساختمان  اصفهان,IRO7SESP0009,20230909,4,شرکت  ساختمان  اصفهان,A,P1,NO,7,70,7021,309
